Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST,Netznutzung,Energielieferungkosten,Abgaben an das Gemeinwesen,Förderabgaben (KEV)
Solothurn,H6,2011,Günstigstes Produkt,14.27,5.027657,7.37348,1.0,0.45
Graubünden,H5,2013,Günstigstes Produkt,17.91,8.693771,8.2824,1.0,0.45
Jura,C7,2013,Günstigstes Produkt,12.56,3.8095112,8.299708,0.0,0.45
Aargau,H4,2013,Günstigstes Produkt,18.09,8.581778,8.512,0.49630666,0.45
Luzern,H6,2011,Günstigstes Produkt,12.85,4.9514,6.95352,0.495,0.45
Appenzell Innerrhoden,C3,2013,Günstigstes Produkt,16.06,7.279333,8.330833,0.0,0.45
Nidwalden,C6,2011,Günstigstes Produkt,15.64,5.9894,8.6985,0.5,0.45
Freiburg,H7,2011,Günstigstes Produkt,17.44,8.666485,8.323342,0.0,0.45
St. Gallen,C4,2012,Günstigstes Produkt,15.43,6.4867687,7.534915,0.5,0.45
Solothurn,C4,2013,Günstigstes Produkt,17.21,7.083225,9.486417,0.5,0.45
Aargau,H4,2012,Günstigstes Produkt,17.71,8.731778,8.032516,0.49630666,0.45
Appenzell Ausserrhoden,C2,2012,Günstigstes Produkt,16.71,7.9655,8.286308,0.0,0.45
Appenzell Ausserrhoden,H4,2013,Günstigstes Produkt,17.36,8.389334,8.52,0.0,0.45
Appenzell Ausserrhoden,C1,2012,Günstigstes Produkt,17.99,9.217813,8.319453,0.0,0.45
Bern,H2,2011,Günstigstes Produkt,25.82,14.0076,9.8648,1.5,0.45
Bern,H8,2011,Günstigstes Produkt,22.25,10.458423,9.838989,1.5,0.45
Jura,H2,2012,Günstigstes Produkt,24.0,12.194,9.8648,1.5,0.45
Bern,H4,2011,Günstigstes Produkt,23.42,11.630889,9.8382225,1.5,0.45
Jura,H4,2011,Günstigstes Produkt,23.42,11.630889,9.8382225,1.5,0.45
Aargau,C7,2013,Günstigstes Produkt,11.75,2.9915547,7.990196,0.2,0.45
Jura,C3,2013,Günstigstes Produkt,18.1,7.941928,9.512555,0.2,0.45
Jura,C1,2011,Günstigstes Produkt,23.55,11.100291,10.504105,1.5,0.45
Jura,H2,2011,Günstigstes Produkt,25.82,14.0076,9.8648,1.5,0.45
Bern,H2,2012,Günstigstes Produkt,24.0,12.194,9.8648,1.5,0.45
Basel-Landschaft,C7,2013,Günstigstes Produkt,11.04,2.83958,7.5547113,0.2,0.45
Thurgau,C3,2011,Günstigstes Produkt,16.02,6.7184,8.142667,0.2,0.45
Aargau,C6,2011,Günstigstes Produkt,12.66,3.7095556,8.182914,0.2,0.45
Aargau,C7,2011,Günstigstes Produkt,11.75,3.3537505,7.7218738,0.2,0.45
Solothurn,C6,2011,Günstigstes Produkt,15.38,5.05,9.876413,0.02,0.45
Bern,H8,2012,Günstigstes Produkt,20.92,9.130153,9.838989,1.5,0.45
Jura,H8,2012,Günstigstes Produkt,20.92,9.130153,9.838989,1.5,0.45
Jura,H8,2011,Günstigstes Produkt,22.25,10.458423,9.838989,1.5,0.45
Aargau,C5,2011,Günstigstes Produkt,13.13,4.0889335,8.181233,0.2,0.45
Jura,C3,2012,Günstigstes Produkt,18.35,8.091928,9.608889,0.2,0.45
Jura,H3,2013,Günstigstes Produkt,19.32,8.717778,8.652445,1.5,0.45
Bern,C6,2011,Günstigstes Produkt,14.5,4.97715,9.05082,0.02,0.45
Zürich,H6,2012,Günstigstes Produkt,11.94,4.4492626,7.022713,0.168,0.45
Jura,C1,2013,Günstigstes Produkt,21.79,9.499661,10.342521,1.5,0.45
Zürich,H6,2013,Günstigstes Produkt,11.99,4.299263,7.2699285,0.175,0.45
Bern,C6,2012,Günstigstes Produkt,14.22,4.69544,9.05082,0.02,0.45
Jura,C6,2012,Günstigstes Produkt,14.22,4.69544,9.05082,0.02,0.45
Bern,H3,2013,Günstigstes Produkt,19.32,8.717778,8.652445,1.5,0.45
Bern,C6,2013,Günstigstes Produkt,14.08,4.54544,9.062325,0.02,0.45
Jura,C6,2013,Günstigstes Produkt,14.08,4.54544,9.062325,0.02,0.45
Bern,C1,2011,Günstigstes Produkt,23.55,11.100291,10.504105,1.5,0.45
Bern,C1,2012,Günstigstes Produkt,22.1,9.649661,10.504105,1.5,0.45
Aargau,C7,2012,Günstigstes Produkt,11.44,3.1544528,7.7384315,0.2,0.45
Solothurn,C6,2012,Günstigstes Produkt,14.64,4.69,9.4764,0.02,0.45
Jura,C1,2012,Günstigstes Produkt,22.1,9.649661,10.504105,1.5,0.45
Basel-Landschaft,H7,2011,Günstigstes Produkt,14.08,5.4123955,8.027791,0.19,0.45
Basel-Landschaft,C7,2012,Günstigstes Produkt,11.72,2.98958,8.087874,0.19,0.45
Bern,C1,2013,Günstigstes Produkt,21.79,9.499661,10.342521,1.5,0.45
Solothurn,C6,2013,Günstigstes Produkt,14.32,4.448,9.3965,0.02,0.45
Bern,C3,2013,Günstigstes Produkt,18.1,7.941928,9.512555,0.2,0.45
Bern,H1,2011,Günstigstes Produkt,29.25,16.975,10.725,1.5,0.45
Bern,H1,2012,Günstigstes Produkt,27.61,14.71,10.725,1.5,0.45
Bern,H5,2011,Günstigstes Produkt,19.63,9.01548,8.610534,1.5,0.45
Basel-Landschaft,C6,2013,Günstigstes Produkt,12.01,3.4574332,7.8757668,0.22,0.45
Wallis,C6,2012,Günstigstes Produkt,15.92,5.023,9.33732,0.22,0.45
Aargau,C6,2012,Günstigstes Produkt,12.2,3.3595555,8.145702,0.21,0.45
Basel-Landschaft,C6,2012,Günstigstes Produkt,12.96,3.6074333,8.6948,0.21,0.45
Bern,C7,2012,Günstigstes Produkt,13.05,3.9595113,8.4150095,4.0E-4,0.45
Jura,H1,2013,Günstigstes Produkt,27.41,14.56,10.9,1.5,0.45
Aargau,C5,2012,Günstigstes Produkt,12.77,3.6589334,8.142567,0.21465081,0.45
Bern,H8,2013,Günstigstes Produkt,20.72,8.980153,9.793077,1.5,0.45
Jura,H8,2013,Günstigstes Produkt,20.72,8.980153,9.793077,1.5,0.45
Bern,H2,2013,Günstigstes Produkt,23.8,12.044,9.8144,1.5,0.45
Basel-Landschaft,C5,2013,Günstigstes Produkt,12.63,4.1053,7.8307,0.24,0.45
Basel-Landschaft,C5,2012,Günstigstes Produkt,13.43,4.2553,8.4884,0.23,0.45
Bern,H4,2013,Günstigstes Produkt,21.73,9.992778,9.792444,1.5,0.45
Wallis,C6,2011,Günstigstes Produkt,16.47,5.252,9.33732,0.22,0.45
Jura,H4,2013,Günstigstes Produkt,21.73,9.992778,9.792444,1.5,0.45
Basel-Landschaft,H5,2011,Günstigstes Produkt,15.33,6.3069715,8.341828,0.23,0.45
Jura,H2,2013,Günstigstes Produkt,23.8,12.044,9.8144,1.5,0.45
Jura,H5,2011,Günstigstes Produkt,19.63,9.069734,8.610534,1.5,0.45
Bern,C3,2011,Günstigstes Produkt,19.4,8.843917,9.608889,0.2,0.45
Bern,H5,2012,Günstigstes Produkt,18.56,7.995167,8.610534,1.5,0.45
Thurgau,C4,2011,Günstigstes Produkt,14.75,6.07136,7.892778,0.2,0.45
Solothurn,C7,2012,Günstigstes Produkt,13.41,3.94536,9.011429,0.004,0.45
St. Gallen,C7,2012,Günstigstes Produkt,11.49,3.2679887,7.019099,0.2,0.45
Jura,H1,2012,Günstigstes Produkt,27.61,14.71,10.95,1.5,0.45
Zürich,C4,2012,Günstigstes Produkt,14.27,5.657533,7.8266063,0.01056,0.45
Jura,C3,2011,Günstigstes Produkt,19.4,9.139256,9.608889,0.2,0.45
Jura,H1,2011,Günstigstes Produkt,29.88,16.975,10.95,1.5,0.45
Zürich,C7,2012,Günstigstes Produkt,11.51,3.6286564,7.3373904,0.001,0.45
Zürich,C7,2013,Günstigstes Produkt,11.75,3.546958,7.6498685,0.001,0.45
Jura,H5,2012,Günstigstes Produkt,18.56,7.995167,8.610534,1.5,0.45
Bern,C7,2013,Günstigstes Produkt,12.56,3.8095112,8.299708,4.0E-4,0.45
Bern,H1,2013,Günstigstes Produkt,27.41,14.56,10.575,1.5,0.45
Solothurn,C7,2011,Günstigstes Produkt,13.93,4.2956,8.939051,0.004,0.45
Bern,C3,2012,Günstigstes Produkt,18.35,8.091928,9.608889,0.2,0.45
Solothurn,C7,2013,Günstigstes Produkt,13.12,3.72896,8.886033,0.004,0.45
Thurgau,C7,2011,Günstigstes Produkt,12.09,3.8982217,7.4904513,0.2,0.45
Glarus,H7,2011,Günstigstes Produkt,16.01,8.455175,6.9995384,0.1,0.45
Glarus,H1,2013,Günstigstes Produkt,23.76,14.943631,7.549576,0.1,0.45
Glarus,H6,2011,Günstigstes Produkt,14.21,7.036306,6.62316,0.1,0.45
Jura,C4,2013,Günstigstes Produkt,16.26,6.90984,8.842428,0.06,0.45
Bern,C4,2012,Günstigstes Produkt,16.87,7.019467,9.13279,0.06,0.45
Schwyz,C6,2012,Günstigstes Produkt,14.0,4.96,8.048778,0.1,0.45
Glarus,H3,2013,Günstigstes Produkt,15.92,10.226826,6.282381,0.1,0.45
Glarus,H3,2011,Günstigstes Produkt,17.66,10.239524,6.868889,0.1,0.45
Glarus,C3,2011,Günstigstes Produkt,19.0,10.867333,7.582667,0.1,0.45
Bern,C4,2011,Günstigstes Produkt,17.76,7.691215,9.13279,0.06,0.45
Glarus,H5,2011,Günstigstes Produkt,16.52,9.057686,6.9105334,0.1,0.45
Bern,C5,2012,Günstigstes Produkt,14.88,5.2358265,9.13279,0.06,0.45
Schwyz,C6,2011,Günstigstes Produkt,14.31,5.27,8.048778,0.1,0.45
Jura,C5,2012,Günstigstes Produkt,14.88,5.2358265,9.13279,0.06,0.45
Jura,H3,2011,Günstigstes Produkt,20.48,10.0708885,8.458222,1.5,0.45
Glarus,H8,2013,Günstigstes Produkt,16.31,9.446191,7.5064645,0.1,0.45
Schwyz,C5,2012,Günstigstes Produkt,13.02,4.4821267,8.0323,0.06,0.45
Glarus,H7,2013,Günstigstes Produkt,14.53,7.5834064,6.800313,0.1,0.45
Glarus,H5,2013,Günstigstes Produkt,14.87,8.682952,6.4474716,0.1,0.45
Glarus,H6,2013,Günstigstes Produkt,11.97,5.7119427,5.3082414,0.1,0.45
Schwyz,C5,2013,Günstigstes Produkt,13.67,4.8249135,8.358047,0.09,0.45
Zürich,C3,2013,Günstigstes Produkt,15.46,6.63,8.331635,0.1,0.45
Schwyz,C6,2013,Günstigstes Produkt,14.06,4.81,8.394554,0.09,0.45
Bern,C5,2011,Günstigstes Produkt,15.17,5.5335584,9.13279,0.06,0.45
Glarus,C1,2013,Günstigstes Produkt,18.31,10.3725,9.069219,0.1,0.45
Bern,C4,2013,Günstigstes Produkt,16.26,6.78,8.842428,0.06,0.45
Jura,C5,2011,Günstigstes Produkt,15.17,5.5335584,9.13279,0.06,0.45
Jura,C4,2012,Günstigstes Produkt,16.87,7.23384,9.13279,0.06,0.45
Basel-Landschaft,C6,2011,Günstigstes Produkt,13.03,3.8258,8.6595335,0.09,0.45
Basel-Landschaft,C7,2011,Günstigstes Produkt,11.75,3.2366457,7.9903255,0.07,0.45
Glarus,C6,2013,Günstigstes Produkt,10.92,4.4272223,6.0312333,0.1,0.45
Glarus,C7,2011,Günstigstes Produkt,12.24,5.6468873,6.0376883,0.1,0.45
Glarus,C2,2011,Günstigstes Produkt,17.22,9.1217,7.5486,0.1,0.45
Schwyz,C5,2011,Günstigstes Produkt,13.15,4.6096935,8.164304,0.06,0.45
Glarus,H4,2013,Günstigstes Produkt,17.59,10.910301,7.506024,0.1,0.45
Glarus,H1,2011,Günstigstes Produkt,22.42,13.97,7.9,0.1,0.45
Glarus,C2,2013,Günstigstes Produkt,17.46,9.0119,6.23477,0.1,0.45
Glarus,H2,2013,Günstigstes Produkt,21.06,12.1828,7.452286,0.1,0.45
Glarus,H2,2011,Günstigstes Produkt,20.8,12.35,7.9,0.1,0.45
Glarus,C3,2013,Günstigstes Produkt,15.72,10.003333,6.3012,0.1,0.45
Thurgau,C6,2013,Günstigstes Produkt,13.57,4.4476666,8.246611,0.1435,0.45
Basel-Landschaft,C4,2011,Günstigstes Produkt,14.5,5.1953,8.7046,0.15,0.45
Thurgau,C5,2013,Günstigstes Produkt,13.79,5.0266666,8.158844,0.12,0.45
Zürich,C2,2012,Günstigstes Produkt,18.17,8.302796,8.6227,0.15,0.45
St. Gallen,C6,2011,Günstigstes Produkt,12.09,4.4574814,7.1325665,0.15,0.45
Jura,H3,2012,Günstigstes Produkt,19.28,8.867778,8.458222,1.5,0.45
Thurgau,C7,2013,Günstigstes Produkt,12.45,3.7616,7.8507524,0.12,0.45
Jura,C5,2013,Günstigstes Produkt,14.44,5.085827,8.842428,0.06,0.45
Thurgau,C6,2011,Günstigstes Produkt,13.43,4.5101113,7.8342557,0.12,0.45
Basel-Landschaft,H6,2011,Günstigstes Produkt,10.86,3.6560915,6.632549,0.12,0.45
Bern,H3,2012,Günstigstes Produkt,19.28,8.867778,8.458222,1.5,0.45
Jura,H5,2013,Günstigstes Produkt,18.58,7.8451667,8.778267,1.5,0.45
Zürich,C3,2012,Günstigstes Produkt,15.190001,6.3906665,8.071,0.0352,0.45
Jura,C6,2011,Günstigstes Produkt,14.5,4.97715,9.05082,0.02,0.45
Thurgau,C7,2012,Günstigstes Produkt,12.34,3.7685416,7.5442204,0.167,0.45
St. Gallen,C7,2011,Günstigstes Produkt,11.44,3.629563,6.855638,0.153,0.45
Zürich,C2,2013,Günstigstes Produkt,17.71,7.589548,8.888,0.156,0.45
St. Gallen,C6,2012,Günstigstes Produkt,12.26,3.9504445,7.403167,0.153,0.45
Bern,H5,2013,Günstigstes Produkt,18.58,7.8451667,8.778267,1.5,0.45
Bern,H3,2011,Günstigstes Produkt,20.48,10.0633335,8.458222,1.5,0.45
Bern,C5,2013,Günstigstes Produkt,14.44,5.085827,8.842428,0.06,0.45
Solothurn,C5,2011,Günstigstes Produkt,16.0,5.91,9.586416,0.06,0.45
Zürich,C4,2013,Günstigstes Produkt,14.44,5.863973,8.108267,0.1,0.45
Glarus,C4,2013,Günstigstes Produkt,14.84,9.244667,5.96086,0.1,0.45
Glarus,C4,2011,Günstigstes Produkt,17.84,9.880867,7.4081335,0.1,0.45
Jura,C4,2011,Günstigstes Produkt,17.76,8.1178465,9.13279,0.06,0.45
Glarus,H4,2011,Günstigstes Produkt,18.7,10.967095,7.1775556,0.1,0.45
Glarus,C7,2013,Günstigstes Produkt,10.13,3.912444,5.6578884,0.1,0.45
Glarus,C5,2011,Günstigstes Produkt,13.45,6.7484665,6.148667,0.1,0.45
Glarus,C6,2011,Günstigstes Produkt,13.12,6.4034443,6.1744447,0.1,0.45
Basel-Landschaft,C5,2011,Günstigstes Produkt,13.73,4.4714,8.7046,0.11,0.45
Thurgau,C5,2012,Günstigstes Produkt,13.87,5.2629333,7.846,0.12,0.45
Glarus,H8,2011,Günstigstes Produkt,17.42,9.687357,7.1776667,0.1,0.45
Thurgau,C5,2011,Günstigstes Produkt,13.82,4.9680667,7.7649136,0.12,0.45
Thurgau,C6,2012,Günstigstes Produkt,13.51,4.8275557,7.923333,0.12,0.45
Glarus,C1,2011,Günstigstes Produkt,18.62,10.496563,7.571875,0.1,0.45
Solothurn,C5,2013,Günstigstes Produkt,15.03,5.033477,9.486417,0.06,0.45
Glarus,C5,2013,Günstigstes Produkt,11.2,4.7743335,5.96086,0.1,0.45
Solothurn,C5,2012,Günstigstes Produkt,15.32,5.262658,9.5546,0.06,0.45
Zürich,H5,2013,Günstigstes Produkt,14.31,6.085367,7.741779,0.32,0.45
Tessin,C5,2013,Günstigstes Produkt,16.34,5.6596,7.9472,1.2,0.45
Zürich,C1,2013,Günstigstes Produkt,18.37,8.197187,8.964063,0.32,0.45
Obwalden,H3,2013,Günstigstes Produkt,18.77,8.628889,8.494,1.2,0.45
Obwalden,H7,2013,Günstigstes Produkt,17.56,7.5603848,8.348385,1.2,0.45
Luzern,H2,2012,Günstigstes Produkt,24.63,12.1928,10.7672,1.21928,0.45
Zürich,C1,2012,Günstigstes Produkt,18.7,8.922937,8.660937,0.32,0.45
Genf,H4,2011,Günstigstes Produkt,19.9,7.843238,10.388508,1.22304,0.45
Zürich,H5,2012,Günstigstes Produkt,14.41,6.264001,7.479558,0.32,0.45
Luzern,H2,2011,Günstigstes Produkt,25.42,12.0528,11.7128,1.205,0.45
Obwalden,H1,2013,Günstigstes Produkt,26.45,13.813645,10.993438,1.2,0.45
Zürich,H4,2012,Günstigstes Produkt,16.72,7.7611904,7.988929,0.32,0.45
Obwalden,C2,2012,Günstigstes Produkt,19.12,8.614944,8.861667,1.2,0.45
Obwalden,C3,2012,Günstigstes Produkt,18.08,7.501111,8.929778,1.2,0.45
Obwalden,C3,2013,Günstigstes Produkt,17.41,6.562667,9.198222,1.2,0.45
Obwalden,H4,2013,Günstigstes Produkt,20.94,9.745,9.546333,1.2,0.45
Zürich,H2,2013,Günstigstes Produkt,17.39,8.159805,8.303771,0.32,0.45
Zürich,H8,2013,Günstigstes Produkt,15.98,7.080712,8.296538,0.32,0.45
Tessin,C5,2011,Günstigstes Produkt,17.31,7.202,8.46304,1.2,0.45
Zürich,H4,2013,Günstigstes Produkt,16.47,7.551429,8.29564,0.32,0.45
Jura,H6,2011,Günstigstes Produkt,14.32,5.34524,7.26488,1.26,0.45
Genf,H2,2011,Günstigstes Produkt,20.24,7.9912,10.5488,1.24644,0.45
Bern,H6,2012,Günstigstes Produkt,13.97,5.00313,7.26488,1.26,0.45
Basel-Landschaft,C2,2011,Günstigstes Produkt,18.04,8.237333,9.044833,0.31,0.45
Wallis,C5,2011,Günstigstes Produkt,16.94,5.3752,11.2216,0.308656,0.45
Jura,H6,2013,Günstigstes Produkt,14.06,4.85313,7.50264,1.26,0.45
Bern,H6,2013,Günstigstes Produkt,14.06,4.85313,7.50264,1.26,0.45
Genf,H1,2011,Günstigstes Produkt,20.61,8.159286,10.730893,1.27296,0.45
Jura,H6,2012,Günstigstes Produkt,13.97,5.00313,7.26488,1.26,0.45
Bern,H6,2011,Günstigstes Produkt,14.32,5.34524,7.26488,1.26,0.45
Genf,C2,2012,Günstigstes Produkt,20.07,7.8613415,10.529134,1.22616,0.45
Genf,H8,2011,Günstigstes Produkt,19.9,7.8443046,10.389664,1.22304,0.45
Uri,H2,2013,Günstigstes Produkt,26.38,15.51,8.816,1.59753,0.45
Zürich,H1,2013,Günstigstes Produkt,18.8,9.524378,8.361496,0.32,0.45
Zürich,H3,2012,Günstigstes Produkt,14.63,6.404524,7.450984,0.32,0.45
Wallis,C7,2012,Günstigstes Produkt,13.93,3.7957132,9.266006,0.31,0.45
Luzern,C7,2012,Günstigstes Produkt,12.63,4.566091,7.428433,0.3122284,0.45
Basel-Landschaft,C4,2012,Günstigstes Produkt,15.28,5.791,8.7322,0.31,0.45
Zürich,H3,2013,Günstigstes Produkt,14.55,6.2314286,7.69054,0.32,0.45
Genf,C2,2013,Günstigstes Produkt,19.47,7.8613415,9.92699,1.22616,0.45
Obwalden,H3,2012,Günstigstes Produkt,19.69,9.727555,8.309111,1.2,0.45
Freiburg,H2,2013,Günstigstes Produkt,21.39,11.93392,9.008,0.0,0.45
Freiburg,H1,2012,Günstigstes Produkt,23.91,14.3585,9.097,0.0,0.45
Obwalden,C4,2013,Günstigstes Produkt,16.09,5.7223,8.720134,1.2,0.45
Basel-Landschaft,H7,2012,Günstigstes Produkt,14.93,5.6509833,8.4960985,0.33,0.45
Freiburg,H1,2013,Günstigstes Produkt,23.67,14.108666,9.108334,0.0,0.45
Obwalden,H5,2012,Günstigstes Produkt,18.67,8.8976,8.1234,1.2,0.45
Zürich,H2,2012,Günstigstes Produkt,17.64,8.666469,7.967143,0.32,0.45
Obwalden,H6,2013,Günstigstes Produkt,14.49,5.8707,6.97426,1.2,0.45
Obwalden,C1,2013,Günstigstes Produkt,20.38,9.160209,9.571625,1.2,0.45
Uri,C6,2011,Günstigstes Produkt,15.84,7.2398,7.807,0.34,0.45
Obwalden,H8,2012,Günstigstes Produkt,20.84,10.171644,9.021022,1.2,0.45
Zürich,C6,2011,Günstigstes Produkt,12.27,4.134389,7.6915708,0.0,0.45
Wallis,C7,2011,Günstigstes Produkt,13.46,3.4529922,9.266006,0.34,0.45
Obwalden,H8,2013,Günstigstes Produkt,19.81,8.892445,9.269733,1.2,0.45
Luzern,C6,2013,Günstigstes Produkt,13.75,4.7988,8.3062,0.33708,0.45
Zürich,C5,2011,Günstigstes Produkt,12.64,4.4727855,7.7151814,0.0,0.45
Obwalden,H5,2013,Günstigstes Produkt,17.84,7.879,8.3142,1.2,0.45
Tessin,C4,2013,Günstigstes Produkt,17.35,7.072,8.17805,1.2,0.45
Zürich,C4,2011,Günstigstes Produkt,14.15,5.984039,7.7151814,0.0,0.45
Tessin,C4,2012,Günstigstes Produkt,17.01,7.222,8.46304,1.2,0.45
Obwalden,H2,2013,Günstigstes Produkt,23.34,11.524,10.1692,1.2,0.45
Obwalden,C4,2012,Günstigstes Produkt,16.75,6.619167,8.481267,1.2,0.45
Tessin,C4,2011,Günstigstes Produkt,18.62,8.51,8.46304,1.2,0.45
Tessin,C5,2012,Günstigstes Produkt,16.43,6.04256,8.46304,1.2,0.45
Zürich,H8,2012,Günstigstes Produkt,16.22,7.230712,7.989107,0.32,0.45
Obwalden,H4,2012,Günstigstes Produkt,22.08,11.130667,9.297667,1.2,0.45
Obwalden,C1,2012,Günstigstes Produkt,21.49,10.538834,9.303041,1.2,0.45
Obwalden,H1,2012,Günstigstes Produkt,28.11,15.734583,10.73323,1.2,0.45
Obwalden,H6,2012,Günstigstes Produkt,14.99,6.49128,6.84702,1.2,0.45
Obwalden,H7,2012,Günstigstes Produkt,18.36,8.568615,8.144846,1.2,0.45
Obwalden,H2,2012,Günstigstes Produkt,24.71,13.1416,9.9164,1.2,0.45
Appenzell Innerrhoden,H7,2013,Günstigstes Produkt,15.63,7.5064287,7.67261,0.0,0.45
Obwalden,C2,2013,Günstigstes Produkt,18.5,7.7187777,9.125778,1.2,0.45
Appenzell Innerrhoden,H6,2013,Günstigstes Produkt,14.38,6.2552857,7.6738286,0.0,0.45
Appenzell Innerrhoden,C4,2012,Günstigstes Produkt,15.23,7.111,7.673,0.0,0.45
Zürich,H1,2012,Günstigstes Produkt,19.06,10.044223,8.006585,0.32,0.45
Appenzell Innerrhoden,C1,2011,Günstigstes Produkt,19.19,11.069375,7.66625,0.0,0.45
Appenzell Innerrhoden,C5,2012,Günstigstes Produkt,13.36,5.235,7.673,0.0,0.45
Luzern,H1,2012,Günstigstes Produkt,27.85,14.39,11.575,1.439,0.45
Luzern,H1,2011,Günstigstes Produkt,28.78,14.25,12.65,1.425,0.45
Thurgau,C4,2012,Günstigstes Produkt,15.16,5.9477,7.975022,0.26,0.45
Thurgau,H8,2012,Günstigstes Produkt,17.3,9.047488,7.9521427,0.27,0.45
Basel-Landschaft,C3,2011,Günstigstes Produkt,16.85,7.205333,8.921333,0.27,0.45
Jura,H4,2012,Günstigstes Produkt,21.93,10.142777,9.8382225,1.5,0.45
Appenzell Innerrhoden,H7,2011,Günstigstes Produkt,15.09,8.670961,5.97261,0.0,0.45
St. Gallen,C7,2013,Günstigstes Produkt,11.875,3.2495828,7.519187,0.25,0.45
Thurgau,C3,2013,Günstigstes Produkt,16.45,7.03,8.601334,0.25899997,0.45
Thurgau,C3,2012,Günstigstes Produkt,16.46,6.714667,8.3446665,0.25,0.45
Uri,H1,2011,Günstigstes Produkt,29.13,18.12,9.0,1.56,0.45
Thurgau,H4,2012,Günstigstes Produkt,18.59,10.415556,7.951905,0.27,0.45
Thurgau,H5,2012,Günstigstes Produkt,16.08,8.183664,7.4503903,0.27,0.45
Thurgau,H2,2012,Günstigstes Produkt,21.1,12.624572,7.9337144,0.27,0.45
Aargau,C5,2013,Günstigstes Produkt,12.89,3.8456933,8.383933,0.27,0.45
Thurgau,H7,2012,Günstigstes Produkt,15.6575,7.71392,7.627622,0.27,0.45
Thurgau,H6,2012,Günstigstes Produkt,13.415,5.9251456,6.853358,0.27,0.45
Thurgau,H1,2012,Günstigstes Produkt,24.135,15.391198,7.975446,0.27,0.45
Basel-Landschaft,H3,2011,Günstigstes Produkt,16.99,7.1798096,9.092191,0.27,0.45
Aargau,C6,2013,Günstigstes Produkt,12.52,3.4506667,8.443878,0.27,0.45
Thurgau,H1,2011,Günstigstes Produkt,24.01,15.197902,7.9210343,0.247,0.45
Thurgau,H6,2011,Günstigstes Produkt,13.41,6.075896,6.787074,0.247,0.45
Thurgau,H4,2011,Günstigstes Produkt,18.43,10.342896,7.8884683,0.247,0.45
Thurgau,C2,2011,Günstigstes Produkt,17.92,8.6739,8.465324,0.247,0.45
Appenzell Innerrhoden,H6,2011,Günstigstes Produkt,13.67,7.150743,6.0738072,0.0,0.45
Thurgau,C4,2013,Günstigstes Produkt,15.385,6.3233333,8.245983,0.245,0.45
Thurgau,H7,2011,Günstigstes Produkt,15.71,7.7165523,7.510055,0.247,0.45
Basel-Landschaft,H6,2012,Günstigstes Produkt,11.62,3.6703658,7.2560916,0.24,0.45
Neuenburg,C1,2011,Günstigstes Produkt,23.43,12.259104,10.578775,1.56,0.45
Neuenburg,H2,2011,Günstigstes Produkt,27.48,13.53,10.34,1.56,0.45
St. Gallen,C6,2013,Günstigstes Produkt,12.69,3.9921112,7.783933,0.25,0.45
Uri,C7,2013,Günstigstes Produkt,16.42,10.016,5.7,0.25,0.45
Bern,H4,2012,Günstigstes Produkt,21.93,10.142777,9.8382225,1.5,0.45
St. Gallen,C5,2011,Günstigstes Produkt,12.565001,4.7778,7.29605,0.25,0.45
Basel-Landschaft,H6,2013,Günstigstes Produkt,11.44,3.37936,7.3560915,0.25,0.45
Thurgau,H5,2011,Günstigstes Produkt,16.16,8.31855,7.3797145,0.247,0.45
Thurgau,H3,2011,Günstigstes Produkt,17.12,9.626349,7.2904763,0.247,0.45
Thurgau,H2,2011,Günstigstes Produkt,20.84,12.507714,7.8485713,0.247,0.45
Thurgau,C1,2011,Günstigstes Produkt,19.01,10.055157,8.6625,0.247,0.45
Thurgau,H8,2011,Günstigstes Produkt,17.2,9.063155,7.8887978,0.247,0.45
Neuenburg,C2,2011,Günstigstes Produkt,22.02,10.407558,10.11749,1.56,0.45
Neuenburg,H4,2011,Günstigstes Produkt,25.14,12.082317,10.308933,1.56,0.45
Basel-Landschaft,C4,2013,Günstigstes Produkt,14.37,5.425,8.2026,0.3,0.45
Neuenburg,C3,2011,Günstigstes Produkt,21.75,9.896334,9.782486,1.56,0.45
Neuenburg,C4,2011,Günstigstes Produkt,20.73,9.049733,9.326654,1.56,0.45
St. Gallen,C5,2013,Günstigstes Produkt,13.099999,4.276933,7.89575,0.29,0.45
Basel-Landschaft,H8,2011,Günstigstes Produkt,17.55,7.72,9.0925,0.29,0.45
Thurgau,C1,2012,Günstigstes Produkt,18.59,9.758494,8.809375,0.28,0.45
Luzern,C7,2013,Günstigstes Produkt,12.5,4.2514625,7.6253815,0.2948048,0.45
St. Gallen,C5,2012,Günstigstes Produkt,12.61,4.3566666,7.534915,0.29,0.45
Uri,H2,2011,Günstigstes Produkt,25.88,15.6468,8.4432,1.34,0.45
Uri,H4,2013,Günstigstes Produkt,23.43,12.865556,8.782222,1.3251523,0.45
Uri,H2,2012,Günstigstes Produkt,25.57,15.3368,8.4432,1.34,0.45
Genf,C2,2011,Günstigstes Produkt,21.33,8.173683,11.443976,1.27452,0.45
Uri,C1,2013,Günstigstes Produkt,23.66,12.61,9.3,1.29883,0.45
Neuenburg,H8,2011,Günstigstes Produkt,22.55,11.016533,10.061027,1.56,0.45
Zürich,H7,2013,Günstigstes Produkt,13.98,5.840627,7.892033,0.3,0.45
